x,y
-docstart- ,['-X-']
"kornblum , milosevic discuss election crisis . ","['NN', ',', 'NNP', 'VBP', 'NN', 'NN', '.']"
peter greste ,"['NNP', 'NNP']"
belgrade 1996-08-29 ,"['VB', 'CD']"
u.s. envoy john kornblum met serbian president slobodan milosevic on thursday in an effort to defuse a growing crisis surrounding bosnia 's post-war elections . ,"['NNP', 'NN', 'NNP', 'NNP', 'VBD', 'NNP', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', 'IN', 'DT', 'NN', 'TO', 'VB', 'DT', 'VBG', 'NN', 'VBG', 'NNP', 'POS', 'JJ', 'NNS', '.']"
the american diplomat arrived in belgrade two days after international organisers postponed municipal elections in bosnia due to irregularities in the registration of serb refugee voters . ,"['DT', 'JJ', 'NN', 'VBD', 'IN', 'NNP', 'CD', 'NNS', 'IN', 'JJ', 'NNS', 'VBD', 'JJ', 'NNS', 'IN', 'NNP', 'JJ', 'TO', 'NNS', 'IN', 'DT', 'NN', 'IN', 'NNP', 'NN', 'NNS', '.']"
""" we discussed the decision to postpone the municipal elections and i made clear it was primarily the manipulation of voter registration by the republika srpska ( bosnian serb republic ) which led to this development , "" kornblum said after three hours of talks . ","['""', 'PRP', 'VBD', 'DT', 'NN', 'TO', 'VB', 'DT', 'JJ', 'NNS', 'CC', 'PRP', 'VBD', 'JJ', 'PRP', 'VBD', 'RB', 'DT', 'NN', 'IN', 'NN', 'NN', 'IN', 'DT', 'NNP', 'NNP', '(', 'NNP', 'NNP', 'NN', ')', 'WDT', 'VBD', 'TO', 'DT', 'NN', ',', '""', 'NNP', 'VBD', 'IN', 'CD', 'NNS', 'IN', 'NNS', '.']"
but he said the united states still believed it was important to go ahead with national elections in bosnia as scheduled on september 14 to bolster the peace process . ,"['CC', 'PRP', 'VBD', 'DT', 'NNP', 'NNP', 'RB', 'VBD', 'PRP', 'VBD', 'JJ', 'TO', 'VB', 'RB', 'IN', 'JJ', 'NNS', 'IN', 'NNP', 'IN', 'VBN', 'RP', 'NNP', 'CD', 'TO', 'VB', 'DT', 'NN', 'NN', '.']"
"kornblum gave no indication that he had won any specific commitment from milosevic , the patron of the bosnian serbs , to rectify any abuses in the registration process . ","['NN', 'VBD', 'DT', 'NN', 'IN', 'PRP', 'VBD', 'VBN', 'DT', 'JJ', 'NN', 'IN', 'NNP', ',', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NNP', ',', 'TO', 'VB', 'DT', 'NNS', 'IN', 'DT', 'NN', 'NN', '.']"
bosnia 's moslem political parties have urged their refugees to boycott the elections until irregularities with voter registration are resolved . ,"['NNP', 'POS', 'NNP', 'JJ', 'NNS', 'VBP', 'VBN', 'PRP$', 'NNS', 'TO', 'VB', 'DT', 'NNS', 'IN', 'NNS', 'IN', 'NN', 'NN', 'VBP', 'VBN', '.']"
human rights workers say serbian and bosnian serb authorities coerced refugees to register only in serb-held territory in bosnia to solidify the results of wartime expulsions and military conquest . ,"['JJ', 'NNS', 'NNS', 'VBP', 'NNP', 'CC', 'NNP', 'NNP', 'NNS', 'VBN', 'NNS', 'TO', 'VB', 'RB', 'IN', 'JJ', 'NN', 'IN', 'NNP', 'TO', 'VB', 'DT', 'NNS', 'IN', 'NN', 'NNS', 'CC', 'JJ', 'NN', '.']"
"serbian officials have denied any abuses occurred during a 10-day registration period and the bosnian serbs , angry at the postponement of municipal elections , have threatened to hold local polls on their territory without the international community 's blessing . ","['JJ', 'NNS', 'VBP', 'VBN', 'DT', 'NNS', 'VBD', 'IN', 'DT', 'JJ', 'NN', 'NN', 'CC', 'DT', 'NNP', 'NNP', ',', 'JJ', 'IN', 'DT', 'NN', 'IN', 'JJ', 'NNS', ',', 'VBP', 'VBN', 'TO', 'VB', 'JJ', 'NNS', 'IN', 'PRP$', 'NN', 'IN', 'DT', 'JJ', 'NN', 'POS', 'NN', '.']"
kornblum said only elections endorsed by the organisation for security and cooperation in europe ( osce ) would be legitimate . ,"['NNP', 'VBD', 'RB', 'NNS', 'VBN', 'IN', 'DT', 'NNP', 'IN', 'NNP', 'CC', 'NNP', 'IN', 'NNP', '(', 'NNP', ')', 'MD', 'VB', 'JJ', '.']"
""" as we have said publicly before , if there is any effort to do so ( hold local elections ) these elections will not be valid , "" he said . "" ","['""', 'IN', 'PRP', 'VBP', 'VBD', 'RB', 'IN', ',', 'IN', 'EX', 'VBZ', 'DT', 'NN', 'TO', 'VB', 'RB', '(', 'VB', 'JJ', 'NNS', ')', 'DT', 'NNS', 'MD', 'RB', 'VB', 'JJ', ',', '""', 'PRP', 'VBD', '.', '""']"
"the elections which are valid are those conducted by the international community under the management of the osce . "" ","['DT', 'NNS', 'WDT', 'VBP', 'JJ', 'VBP', 'DT', 'VBN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NNP', '.', '""']"
"after meeting milosevic , kornblum flew to the croatian capital zagreb . ","['IN', 'VBG', 'NNP', ',', 'NNP', 'VBD', 'TO', 'DT', 'JJ', 'NN', 'NNP', '.']"
he was due to head to the bosnian town of banja luka on friday to meet bosnian serb acting president biljana plavsic and bosnian serb opposition leaders . ,"['PRP', 'VBD', 'JJ', 'TO', 'VB', 'TO', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'NNP', 'IN', 'NNP', 'TO', 'VB', 'NNP', 'NNP', 'VBG', 'NN', 'NNP', 'NNP', 'CC', 'NNP', 'NNP', 'NN', 'NNS', '.']"
he also planned to travel to sarajevo to oversee the formal dissolution of the separatist croat mini-state in western bosnia . ,"['PRP', 'RB', 'VBD', 'TO', 'VB', 'TO', 'NNP', 'TO', 'VB', 'DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NNP', 'NN', 'IN', 'JJ', 'NNP', '.']"
"u.n. police , relief workers and nato officers have reported a rise in political violence across bosnia in the run-up to the september 14 elections . ","['NNP', 'NN', ',', 'NN', 'NNS', 'CC', 'NNP', 'NNS', 'VBP', 'VBN', 'DT', 'NN', 'IN', 'JJ', 'NN', 'IN', 'NNP', 'IN', 'DT', 'NN', 'TO', 'DT', 'NNP', 'CD', 'NNS', '.']"
"voters will be choosing a three-member presidency and a parliament to rule over a loose union of bosnia , comprised of a serb republic and a moslem-croat federation . ","['NNS', 'MD', 'VB', 'VBG', 'DT', 'JJ', 'NN', 'CC', 'DT', 'NN', 'TO', 'VB', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNP', ',', 'VBN', 'IN', 'DT', 'NNP', 'NN', 'CC', 'DT', 'NNP', 'NN', '.']"
-docstart- ,['-X-']
"gazprom rises to 2,901.48 rbls at auction . ","['NN', 'VBZ', 'TO', 'CD', 'NNS', 'IN', 'NN', '.']"
moscow 1996-08-29 ,"['RB', 'CD']"
"a stake of 10 million shares in russian gas monopoly rao gazprom was sold at auction on thursday at an average 2,901.48 roubles a share , up from 2,891.00 roubles a week ago , the federal securities corporation ( ffk ) said . ","['DT', 'NN', 'IN', 'CD', 'CD', 'NNS', 'IN', 'JJ', 'NN', 'NN', 'NNP', 'NNP', 'VBD', 'VBN', 'IN', 'NN', 'IN', 'NNP', 'IN', 'DT', 'JJ', 'CD', 'NNS', 'DT', 'NN', ',', 'RB', 'IN', 'CD', 'NNS', 'DT', 'NN', 'RB', ',', 'DT', 'NNP', 'NNPS', 'NNP', '(', 'NNP', ')', 'VBD', '.']"
"starting price at the auction was 2,746 roubles a share and the 40 lots sold for between 2,840 and 2,998 roubles a share , the ffk said in a statement . ","['VBG', 'NN', 'IN', 'DT', 'NN', 'VBD', 'CD', 'NNS', 'DT', 'NN', 'CC', 'DT', 'CD', 'NNS', 'VBN', 'IN', 'IN', 'CD', 'CC', 'CD', 'NNS', 'DT', 'NN', ',', 'DT', 'NNP', 'VBD', 'IN', 'DT', 'NN', '.']"
the stake represented 0.042 percent of gazprom 's capital . ,"['DT', 'NN', 'VBD', 'CD', 'NN', 'IN', 'NNP', 'POS', 'NN', '.']"
"the ffk said that since auctions began , 139.75 million shares , equivalent to 0.59 percent of gazprom , have changed hands . ","['DT', 'NNP', 'VBD', 'IN', 'IN', 'NNS', 'VBD', ',', 'CD', 'CD', 'NNS', ',', 'JJ', 'TO', 'CD', 'NN', 'IN', 'NNP', ',', 'VB', 'VBN', 'NNS', '.']"
"gazprom , russia 's biggest company by market capitalisation , has massive reserves and potentially huge earnings . ","['NNP', ',', 'NNP', 'POS', 'JJS', 'NN', 'IN', 'NN', 'NN', ',', 'VBZ', 'JJ', 'NNS', 'CC', 'RB', 'JJ', 'NNS', '.']"
"however , its 23.6 billion shares are highly illiquid and management permission is required to sell them . ","['RB', ',', 'PRP$', 'CD', 'CD', 'NNS', 'VBP', 'RB', 'JJ', 'CC', 'NN', 'NN', 'VBZ', 'VBN', 'TO', 'VB', 'PRP', '.']"
"gazprom has recently tightened these rules , making it harder for shareholders to sell to whoever they want , when they want . ","['NN', 'VBZ', 'RB', 'VBD', 'DT', 'NNS', ',', 'VBG', 'PRP', 'RB', 'IN', 'NNS', 'TO', 'VB', 'TO', 'WP', 'PRP', 'VBP', ',', 'WRB', 'PRP', 'VBP', '.']"
the company has organised regular auctions of its shares to create an orderly market in the paper . ,"['DT', 'NN', 'VBZ', 'VBN', 'JJ', 'NNS', 'IN', 'PRP$', 'NNS', 'TO', 'VB', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', '.']"
"at the first auction on march 6 , shares sold for an average 406.6 roubles each , and prices have been rising steadily since then , but the rise in price this week and last was much less than in previous auctions . ","['IN', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'CD', ',', 'NNS', 'VBN', 'IN', 'DT', 'JJ', 'CD', 'NNS', 'DT', ',', 'CC', 'NNS', 'VBP', 'VBN', 'VBG', 'RB', 'IN', 'RB', ',', 'CC', 'DT', 'NN', 'IN', 'NN', 'DT', 'NN', 'CC', 'JJ', 'VBD', 'RB', 'JJR', 'IN', 'IN', 'JJ', 'NNS', '.']"
"on the russian trading system , gazprom shares rose 25 percent on thursday to $ 0.375 from $ 0.300 , after falling by over a third earlier this week . ","['IN', 'DT', 'JJ', 'NN', 'NNP', ',', 'NNP', 'NNS', 'VBD', 'CD', 'NN', 'IN', 'NNP', 'TO', '$', 'CD', 'IN', '$', 'CD', ',', 'IN', 'VBG', 'IN', 'IN', 'DT', 'JJ', 'RBR', 'DT', 'NN', '.']"
"-- artyom danielyan , moscow newsroom , +7095 941 8520 ","[':', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'CD', 'CD', 'CD']"
-docstart- ,['-X-']
serbian policeman shot dead in kosovo province . ,"['JJ', 'NN', 'VBD', 'JJ', 'IN', 'NNP', 'NN', '.']"
belgrade 1996-08-29 ,"['VB', 'CD']"
"a policeman has been shot dead in serbia 's troubled kosovo province , serbian police said on thursday . ","['DT', 'NN', 'VBZ', 'VBN', 'VBN', 'JJ', 'IN', 'NNP', 'POS', 'JJ', 'NNP', 'NN', ',', 'JJ', 'NNS', 'VBD', 'IN', 'NNP', '.']"
"it was the fifth attack on police this month in the southern province , a hot spot of ethnic tension where the albanian majority have boycotted serbian institutions and set up their own , which are considered illegal by belgrade . ","['PRP', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'NN', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', ',', 'DT', 'JJ', 'NN', 'IN', 'JJ', 'NN', 'WRB', 'DT', 'JJ', 'NN', 'VBP', 'VBN', 'JJ', 'NNS', 'CC', 'VB', 'RP', 'PRP$', 'JJ', ',', 'WDT', 'VBP', 'VBN', 'JJ', 'IN', 'NNP', '.']"
"the slain policeman ejup bajgora , 42 , was an albanian who had served in the serbian police and state security since 1987 , police told the yugoslav news agency tanjug . ","['DT', 'VBN', 'NN', 'NNP', 'NNP', ',', 'CD', ',', 'VBD', 'DT', 'JJ', 'WP', 'VBD', 'VBN', 'IN', 'DT', 'JJ', 'NN', 'CC', 'NN', 'NN', 'IN', 'CD', ',', 'NNS', 'VBD', 'DT', 'JJ', 'NN', 'NN', 'NN', '.']"
he was shot on wednesday afternoon as he stepped off a bus near his family home in the village of donje ljupce in the municipality of podujevo . ,"['PRP', 'VBD', 'VBN', 'IN', 'NNP', 'NN', 'IN', 'PRP', 'VBD', 'RP', 'DT', 'NN', 'IN', 'PRP$', 'NN', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNP', 'NNP', 'IN', 'DT', 'NN', 'IN', 'NNP', '.']"
"just hours before wednesday 's shooting , three hand grenades were thrown at a police station in celopek . ","['RB', 'NNS', 'IN', 'NNP', 'POS', 'NN', ',', 'CD', 'NN', 'NNS', 'VBD', 'VBN', 'IN', 'DT', 'NN', 'NN', 'IN', 'NN', '.']"
"they caused damage but no casualties , police said . ","['PRP', 'VBD', 'NN', 'CC', 'DT', 'NNS', ',', 'NN', 'VBD', '.']"
the serbian authorities blame albanian dissidents for the recent spate of attacks . ,"['DT', 'JJ', 'NNS', 'VBP', 'JJ', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNS', '.']"
none of the attackers has been caught . ,"['NN', 'IN', 'DT', 'NNS', 'VBZ', 'VBN', 'VBN', '.']"
kosovo 's autonomy was revoked in 1987 and serb police forces cracked down on albanian protests . ,"['NNP', 'POS', 'NN', 'VBD', 'VBN', 'IN', 'CD', 'CC', 'NNP', 'NN', 'NNS', 'VBD', 'RP', 'IN', 'JJ', 'NNS', '.']"
albanian moderates want autonomy restored but hardliners want to join up with neighbouring albania . ,"['JJ', 'NNS', 'VBP', 'NN', 'VBN', 'CC', 'NNS', 'VBP', 'TO', 'VB', 'RP', 'IN', 'VBG', 'NNP', '.']"
"the serbs , who make up 10 percent of the province 's 1.8 million people , claim kosovo as the cradle of their culture . ","['DT', 'NNP', ',', 'WP', 'VBP', 'RP', 'CD', 'NN', 'IN', 'DT', 'NN', 'POS', 'CD', 'CD', 'NNS', ',', 'NN', 'NNP', 'IN', 'DT', 'NN', 'IN', 'PRP$', 'NN', '.']"
-docstart- ,['-X-']
viral meningitis epidemic kills 10 in romania . ,"['JJ', 'NNS', 'NN', 'VBZ', 'CD', 'IN', 'NNP', '.']"
bucharest 1996-08-29 ,"['RB', 'CD']"
viral meningitis has killed 10 people in romania 's capital bucharest this month in what doctors said on thursday was the worst epidemic of its type in the country for a decade . ,"['JJ', 'NNS', 'VBZ', 'VBN', 'CD', 'NNS', 'IN', 'NNP', 'POS', 'NN', 'RBS', 'DT', 'NN', 'IN', 'WP', 'NNS', 'VBD', 'IN', 'NNP', 'VBD', 'DT', 'JJS', 'NN', 'IN', 'PRP$', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', '.']"
"some 170 middle-aged and elderly people with the disease were being treated in hospital , doctors said . ","['DT', 'CD', 'JJ', 'CC', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'VBD', 'VBG', 'VBN', 'IN', 'NN', ',', 'NNS', 'VBD', '.']"
"doctor emanuil ceausu , head of bucharest 's victor babes hospital for infectious diseases , said the epidemic had been caused by a virus yet to be identified . ","['NNP', 'NNP', 'NNP', ',', 'NN', 'IN', 'NNP', 'POS', 'NNP', 'NNP', 'NN', 'IN', 'JJ', 'NNS', ',', 'VBD', 'DT', 'NN', 'VBD', 'VBN', 'VBN', 'IN', 'DT', 'NN', 'RB', 'TO', 'VB', 'VBN', '.']"
illness from viral meningitis lasts around a week . ,"['NN', 'IN', 'JJ', 'NN', 'VBZ', 'IN', 'DT', 'NN', '.']"
"it affects the gastro-intestinal tract , causing high fever , headache and vomiting . ","['PRP', 'VBZ', 'DT', 'JJ', 'NN', ',', 'VBG', 'JJ', 'NN', ',', 'NN', 'CC', 'VBG', '.']"
"in 1986 romania suffered an epidemic of the more dangerous bacterial meningitis which has killed some 15,000 people in central africa this year . ","['IN', 'CD', 'NNP', 'VBD', 'DT', 'NN', 'IN', 'DT', 'RBR', 'JJ', 'JJ', 'NNS', 'WDT', 'VBZ', 'VBN', 'DT', 'CD', 'NNS', 'IN', 'JJ', 'NNP', 'DT', 'NN', '.']"
-docstart- ,['-X-']
serbia 's zastava workers protest enters 9th day . ,"['NNP', 'POS', 'NNP', 'NNS', 'NN', 'VBZ', 'JJ', 'NN', '.']"
belgrade 1996-08-29 ,"['VB', 'CD']"
workers at serbia 's zastava arms factory entered the ninth day of their protest over unpaid wages on thursday with management accused them of rejecting talks . ,"['NNS', 'IN', 'NNP', 'POS', 'NNP', 'NNS', 'NN', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'PRP$', 'NN', 'IN', 'JJ', 'NNS', 'IN', 'NNP', 'IN', 'NN', 'VBD', 'PRP', 'IN', 'VBG', 'NNS', '.']"
""" the workers keep on gathering in the centre of the town , "" the factory 's general manager vukasin filipovic told reuters . "" ","['""', 'DT', 'NNS', 'VBP', 'IN', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', ',', '""', 'DT', 'NN', 'POS', 'JJ', 'NN', 'NNP', 'NNP', 'VBD', 'NNP', '.', '""']"
"but they do not want to talk to anyone . "" ","['CC', 'PRP', 'VBP', 'RB', 'VB', 'TO', 'VB', 'TO', 'NN', '.', '""']"
""" they want to discuss in public , at their protest meetings , "" filipovic said . "" ","['""', 'PRP', 'VBP', 'TO', 'VB', 'IN', 'JJ', ',', 'IN', 'PRP$', 'NN', 'NNS', ',', '""', 'NNP', 'VBD', '.', '""']"
"and that is impossible . "" ","['CC', 'DT', 'VBZ', 'JJ', '.', '""']"
"the zastava works in the central town of kragujevac is the backbone of serbia 's defence industry , supplying the army with a whole range of weapons . ","['DT', 'NNP', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'VBZ', 'DT', 'NN', 'IN', 'NNP', 'POS', 'JJ', 'NN', ',', 'VBG', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNS', '.']"
its workers are staging protests in the town 's main square demanding june and july wages and last year 's holiday pay . ,"['PRP$', 'NNS', 'VBP', 'NN', 'NNS', 'IN', 'DT', 'NN', 'POS', 'JJ', 'JJ', 'JJ', 'NNP', 'CC', 'NNP', 'NNS', 'CC', 'JJ', 'NN', 'POS', 'NN', 'NN', '.']"
"on wednesday , the union demanded the resignation of the factory manager . ","['IN', 'NNP', ',', 'DT', 'NN', 'VBD', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN', '.']"
"but filipovic said he would not quit under pressure . "" ","['CC', 'NNP', 'VBD', 'PRP', 'MD', 'RB', 'VB', 'IN', 'NN', '.', '""']"
"we can talk about it and i am prepared to take all the consequences of mismanagement if any . "" ","['PRP', 'MD', 'VB', 'IN', 'PRP', 'CC', 'PRP', 'VBP', 'VBN', 'TO', 'VB', 'DT', 'DT', 'NNS', 'IN', 'NN', 'IN', 'DT', '.', '""']"
-docstart- ,['-X-']
venezuela finmin to make statement midday thursday . ,"['NNP', 'NNP', 'TO', 'VB', 'NN', 'NN', 'NNP', '.']"
caracas 1996-08-28 ,"['NNP', 'CD']"
"venezuelan finance minister luis raul matos azocar will make an "" important announcement "" on thursday at 1230 local / 1630 gmt at a central bank press conference , the finance ministry said . ","['JJ', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'MD', 'VB', 'DT', '""', 'JJ', 'NN', '""', 'IN', 'NNP', 'IN', 'CD', 'JJ', 'SYM', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', 'NN', 'NN', ',', 'DT', 'NNP', 'NNP', 'VBD', '.']"
"the press conference replaces matos 's scheduled appearance at an imf-hosted seminar thursday on venezuela 's economic reform program , venezuelan agenda . ","['DT', 'NN', 'NN', 'VBZ', 'NNP', 'POS', 'VBN', 'NN', 'IN', 'DT', 'JJ', 'NN', 'NNP', 'IN', 'NNP', 'POS', 'JJ', 'NN', 'NN', ',', 'JJ', 'NNP', '.']"
"-- caracas newsroom , 582 834405 ","[':', 'NNP', 'NN', ',', 'CD', 'CD']"
-docstart- ,['-X-']
colombia police find marijuana on ship . ,"['NNP', 'NN', 'VBP', 'NN', 'IN', 'NN', '.']"
"bogota , colombia 1996-08-29 ","['NNP', ',', 'NNP', 'CD']"
police said they found 35 metric tons of marijuana on thursday on a ship preparing to set sail for the netherlands from colombia 's caribbean port of cartagena . ,"['NNS', 'VBD', 'PRP', 'VBD', 'CD', 'JJ', 'NNS', 'IN', 'NN', 'IN', 'NNP', 'IN', 'DT', 'NN', 'VBG', 'TO', 'VB', 'NN', 'IN', 'DT', 'NNP', 'IN', 'NNP', 'POS', 'JJ', 'NN', 'IN', 'NNP', '.']"
they said the drug had been packed into a shipping container and was surrounded by ground coffee . ,"['PRP', 'VBD', 'DT', 'NN', 'VBD', 'VBN', 'VBD', 'IN', 'DT', 'NN', 'NN', 'CC', 'VBD', 'VBN', 'IN', 'NN', 'NN', '.']"
"no arrests had been made , a police spokesman said . ","['DT', 'NNS', 'VBD', 'VBN', 'VBN', ',', 'DT', 'NN', 'NN', 'VBD', '.']"
-docstart- ,['-X-']
venezuela non-oil exports rise 10.6 pct in july . ,"['NNP', 'JJ', 'NNS', 'VB', 'CD', 'NN', 'IN', 'NNP', '.']"
caracas 1996-08-29 ,"['NNP', 'CD']"
"venezuela 's non-traditional exports , which exclude oil and iron , rose 10.6 percent in july to reach $ 334 million compared to $ 302 million in june , according to the central office of statistics and information ( ocei ) . ","['NNP', 'POS', 'JJ', 'NNS', ',', 'WDT', 'VBP', 'NN', 'CC', 'NN', ',', 'VBD', 'CD', 'NN', 'IN', 'NNP', 'TO', 'VB', '$', 'CD', 'CD', 'VBN', 'TO', '$', 'CD', 'CD', 'IN', 'NNP', ',', 'VBG', 'TO', 'DT', 'NNP', 'NNP', 'IN', 'NNPS', 'CC', 'NNP', '(', 'NNP', ')', '.']"
""" the rise was due to the end of exchange controls , "" ocei said . ","['""', 'DT', 'NN', 'VBD', 'JJ', 'TO', 'DT', 'NN', 'IN', 'NN', 'NNS', ',', '""', 'NNP', 'VBD', '.']"
foreign exchange controls were removed april 22 as part of a wider imf-sponsored program . ,"['JJ', 'NN', 'NNS', 'VBD', 'VBN', 'NNP', 'CD', 'IN', 'NN', 'IN', 'DT', 'JJR', 'JJ', 'NN', '.']"
"nevertheless , exports over the first seven months of the year were 16.8 percent lower than during the same period last year , at $ 2.240 billion compared to $ 2.693 billion . ","['RB', ',', 'NNS', 'IN', 'DT', 'JJ', 'CD', 'NNS', 'IN', 'DT', 'NN', 'VBD', 'CD', 'NN', 'JJR', 'IN', 'IN', 'DT', 'JJ', 'NN', 'JJ', 'NN', ',', 'IN', '$', 'CD', 'CD', 'VBN', 'TO', '$', 'CD', 'CD', '.']"
"over the seven months , the private sector accounted for 76 percent of total exports , with "" common metals "" the strongest export sector accounting for $ 951 million , or 42.5 percent of total exports . ","['IN', 'DT', 'CD', 'NNS', ',', 'DT', 'JJ', 'NN', 'VBD', 'IN', 'CD', 'NN', 'IN', 'JJ', 'NNS', ',', 'IN', '""', 'JJ', 'NNS', '""', 'DT', 'JJS', 'NN', 'NN', 'NN', 'IN', '$', 'CD', 'CD', ',', 'CC', 'CD', 'NN', 'IN', 'JJ', 'NNS', '.']"
""" chemical products "" came next with a 13 percent share , then "" transport materials "" with nine percent , and finally foods , drinks and tobacco with 6.3 percent . ","['""', 'NNP', 'NNS', '""', 'VBD', 'JJ', 'IN', 'DT', 'CD', 'NN', 'NN', ',', 'RB', '""', 'NN', 'NNS', '""', 'IN', 'CD', 'NN', ',', 'CC', 'RB', 'NNS', ',', 'NNS', 'CC', 'NN', 'IN', 'CD', 'NN', '.']"
colombia was the chief market for venezuela 's non-traditional exports with 27.4 percent . ,"['NNP', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'POS', 'NN', 'NNS', 'IN', 'CD', 'NN', '.']"
the u.s. followed with a 24.6 percent share . ,"['DT', 'NNP', 'VBD', 'IN', 'DT', 'CD', 'NN', 'NN', '.']"
"-- caracas newsroom , 582 834405 reuter jpr ","[':', 'NNP', 'NN', ',', 'CD', 'CD', 'NN', 'NNS']"
-docstart- ,['-X-']
buenos aires fraud cops held in extortion racket . ,"['NNP', 'NNP', 'NN', 'NNS', 'VBD', 'IN', 'NN', 'NN', '.']"
"buenos aires , argentina 1996-08-29 ","['NNP', 'NNP', ',', 'NNP', 'CD']"
"thirteen senior police officers from the fraud squad of buenos aires province have been arrested on charges of running an extortion racket , security officials said on thursday . ","['VBN', 'JJ', 'NNS', 'NNS', 'IN', 'DT', 'NN', 'NN', 'IN', 'NNP', 'NNP', 'NN', 'VBP', 'VBN', 'VBN', 'IN', 'NNS', 'IN', 'VBG', 'DT', 'NN', 'NN', ',', 'NN', 'NNS', 'VBD', 'IN', 'NNP', '.']"
"they included all the top officers from the fraud division of the north of buenos aires province , including commissioner juan carlos lago . ","['PRP', 'VBD', 'PDT', 'DT', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNP', 'NNP', 'NN', ',', 'VBG', 'NNP', 'NNP', 'NNP', 'NNP', '.']"
police were seeking a 14th officer . ,"['NNS', 'VBD', 'VBG', 'DT', 'JJ', 'NN', '.']"
"la nacion newspaper said the officers were suspected of demanding bribes of $ 50,000 to $ 500,000 from companies being investigated for tax evasion in order to "" lose "" their files . ","['NNP', 'NNP', 'NN', 'VBD', 'DT', 'NNS', 'VBD', 'VBN', 'IN', 'JJ', 'NNS', 'IN', '$', 'CD', 'TO', '$', 'CD', 'IN', 'NNS', 'VBG', 'VBN', 'IN', 'NN', 'NN', 'IN', 'NN', 'TO', '""', 'VB', '""', 'PRP$', 'NNS', '.']"
"the credibility of the buenos aires provincial police , the largest force in argentina , has been undermined this year by scandals that included the indictment of three officers for links to the 1994 bombing of a jewish community centre and the arrest of an entire drugs squad for drug trafficking . ","['DT', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'JJ', 'NN', ',', 'DT', 'JJS', 'NN', 'IN', 'NN', ',', 'VBZ', 'VBN', 'VBN', 'DT', 'NN', 'IN', 'NNS', 'WDT', 'VBD', 'DT', 'NN', 'IN', 'CD', 'NNS', 'IN', 'NNS', 'TO', 'DT', 'CD', 'NN', 'IN', 'DT', 'JJ', 'NN', 'NNS', 'CC', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NNS', 'NN', 'IN', 'NN', 'NN', '.']"
"alberto piotti , security chief of buenos aires province , told local television that 3,600 dishonest officers had been purged from the force 's ranks in the past five years . ","['NNP', 'NNP', ',', 'NN', 'NN', 'IN', 'NNP', 'NNP', 'NN', ',', 'VBD', 'JJ', 'NN', 'IN', 'CD', 'JJ', 'NNS', 'VBD', 'VBN', 'VBN', 'IN', 'DT', 'NN', 'POS', 'NNS', 'IN', 'DT', 'JJ', 'CD', 'NNS', '.']"
""" it is an ongoing task . ","['""', 'PRP', 'VBZ', 'DT', 'JJ', 'NN', '.']"
"and these investigations into police corruption are only possible because there are people brave enough to denounce them , "" piotti said , promising a major overhaul of the provincial police next month . ","['CC', 'DT', 'NNS', 'IN', 'NN', 'NN', 'VBP', 'JJ', 'JJ', 'IN', 'EX', 'VBP', 'NNS', 'JJ', 'RB', 'TO', 'VB', 'PRP', ',', '""', 'NNP', 'VBD', ',', 'VBG', 'DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NN', '.']"
-docstart- ,['-X-']
brazil gov't set to send 1997 budget to congress . ,"['NNP', 'MD', 'VB', 'TO', 'VB', 'CD', 'NN', 'TO', 'NNP', '.']"
brasilia 1996-08-29 ,"['NNP', 'CD']"
